Date,OrderID,Customer,Region,Channel,Segment,Category,Product,Quantity,UnitPrice,Discount,Sales,Cost,Profit,MarketingSpend,CustomerSince
2025-06-25,ORD-101162,C-4439,APAC,Paid Search,Consumer,Wearables,Nimbus Ring,2,245,0.01281021897810219,483.72,357.64,126.08,62.5,2024-10-01
2025-06-25,ORD-101163,C-4243,EMEA,Affiliate,Enterprise,Wearables,Aura Watch,1,329,0.046970802919708024,313.55,184.17,129.38,27.13,2023-07-29
2025-06-26,ORD-101164,C-4299,EMEA,Email,SMB,Audio,Halo Headset,3,125,0.02,367.5,217.87,149.63,35.09,2023-11-22
2025-06-26,ORD-101165,C-4459,EMEA,Email,SMB,Audio,Echo Buds,3,79,0,237,170.65,66.35,19.14,2024-12-11
2025-06-26,ORD-101166,C-4278,EMEA,Social,Consumer,Wearables,Pulse Band,3,105,0,315,169.17,145.83,30.35,2024-12-05
2025-06-26,ORD-101167,C-4635,APAC,Affiliate,Consumer,Accessories,Shield Case,1,204,0.06,191.76,137.89,53.87,20.22,2024-01-24
2025-06-26,ORD-101168,C-4262,APAC,Social,SMB,Accessories,Orbit Dock,3,208,0.14,536.64,359.9,176.74,53.79,2024-10-29
2025-06-26,ORD-101169,C-4550,EMEA,Paid Search,Enterprise,Accessories,Shield Case,4,204,0.012919708029197079,805.46,551.56,253.9,104.21,2023-08-05
2025-06-26,ORD-101170,C-4455,North America,Paid Search,SMB,Wearables,Nimbus Ring,2,245,0.012919708029197079,483.67,357.64,126.03,62.58,2025-09-01
2025-06-26,ORD-101171,C-4979,EMEA,Organic,SMB,Home,Beacon Lamp,3,192,0.12,506.88,432.99,73.89,0,2024-04-22
2025-06-26,ORD-101172,C-4177,EMEA,Organic,SMB,Audio,Echo Buds,1,79,0,79,56.88,22.12,0,2024-04-10
2025-06-26,ORD-101173,C-4787,EMEA,Paid Search,Consumer,Wearables,Aura Watch,1,329,0.0602919708029197,309.16,184.21,124.95,40,2025-03-06
2025-06-26,ORD-101174,C-4384,North America,Email,Enterprise,Accessories,Shield Case,7,204,0,1428,965.23,462.77,130.58,2024-06-03
2025-06-27,ORD-101175,C-4498,EMEA,Affiliate,Enterprise,Accessories,Shield Case,2,204,0.1,367.2,275.78,91.42,25.85,2024-08-06
2025-06-27,ORD-101176,C-4430,APAC,Affiliate,SMB,Wearables,Aura Watch,1,329,0.04777372262773723,313.28,184.26,129.02,30.95,2023-02-21
2025-06-27,ORD-101177,C-4881,EMEA,Paid Search,Consumer,Wearables,Aura Watch,3,329,0.0608029197080292,926.99,552.76,374.23,120.09,2024-06-11
2025-06-27,ORD-101178,C-4898,North America,Email,Consumer,Home,Beacon Lamp,3,192,0.01,570.24,432.99,137.25,60.03,2024-09-27
2025-06-27,ORD-101179,C-4529,EMEA,Social,Consumer,Wearables,Pulse Band,2,105,0.01,207.9,112.78,95.12,21.53,2023-06-20
2025-06-27,ORD-101180,C-4161,North America,Paid Search,Enterprise,Home,Beacon Lamp,1,192,0.10302919708029197,172.22,144.33,27.89,22.31,2023-12-13
2025-06-27,ORD-101181,C-4514,North America,Email,Enterprise,Wearables,Aura Watch,1,329,0.04777372262773723,313.28,184.26,129.02,25.73,2025-08-08
2025-06-28,ORD-101182,C-4164,APAC,Email,Enterprise,Wearables,Aura Watch,3,329,0.11817518248175184,870.36,552.9,317.46,65.85,2024-12-03
2025-06-28,ORD-101183,C-4239,EMEA,Social,Enterprise,Audio,Echo Buds,8,79,0.06,594.08,455.05,139.03,57.87,2024-09-15
2025-06-28,ORD-101184,C-4746,APAC,Social,Enterprise,Wearables,Pulse Band,1,105,0,105,56.39,48.61,9.75,2024-02-08
2025-06-28,ORD-101185,C-4113,EMEA,Email,Enterprise,Wearables,Aura Watch,3,329,0.11817518248175184,870.36,552.9,317.46,60.16,2023-02-16
2025-06-28,ORD-101186,C-4745,EMEA,Affiliate,Enterprise,Wearables,Nimbus Ring,3,245,0.08,676.2,536.46,139.74,61.99,2023-06-15
2025-06-28,ORD-101187,C-4838,EMEA,Email,Enterprise,Audio,Halo Headset,8,125,0,1000,580.98,419.02,66.54,2023-12-04
2025-06-29,ORD-101188,C-4218,EMEA,Affiliate,SMB,Home,Beacon Lamp,2,192,0,384,288.66,95.34,39.47,2023-10-27
2025-06-29,ORD-101189,C-4523,APAC,Affiliate,SMB,Wearables,Pulse Band,1,105,0,105,56.39,48.61,9.85,2025-07-06
2025-06-29,ORD-101190,C-4354,North America,Social,SMB,Accessories,Shield Case,2,204,0,408,275.78,132.22,36.27,2024-03-22
2025-06-29,ORD-101191,C-4776,APAC,Paid Search,Enterprise,Audio,Echo Buds,9,79,0.12324817518248175,623.37,511.94,111.43,80.96,2024-03-27
2025-06-29,ORD-101192,C-4928,North America,Paid Search,SMB,Home,Nest Sensor,3,64,0.013248175182481751,189.46,102.83,86.63,24.61,2024-12-28
2025-06-29,ORD-101193,C-4549,EMEA,Email,Enterprise,Wearables,Aura Watch,5,329,0.15857664233576643,1384.14,921.72,462.42,111.19,2024-08-28
2025-06-29,ORD-101194,C-4153,APAC,Affiliate,Consumer,Accessories,Flux Cable,1,93,0.1,83.7,57.09,26.61,8.5,2024-12-29
2025-06-29,ORD-101195,C-4450,APAC,Social,SMB,Home,Vista Hub,2,214,0,428,303.03,124.97,43.75,2024-12-23
2025-06-29,ORD-101196,C-4169,North America,Social,SMB,Audio,Halo Headset,1,125,0,125,72.62,52.38,11.55,2024-08-28
2025-06-29,ORD-101197,C-4272,North America,Social,Enterprise,Accessories,Flux Cable,3,93,0,279,171.28,107.72,29.41,2023-12-21
2025-06-30,ORD-101198,C-4469,EMEA,Social,Enterprise,Home,Vista Hub,5,214,0,1070,757.59,312.41,107.24,2024-12-28
2025-06-30,ORD-101199,C-4518,North America,Social,Enterprise,Wearables,Pulse Band,5,105,0,525,281.95,243.05,45,2025-08-04
2025-06-30,ORD-101200,C-4633,EMEA,Paid Search,Consumer,Wearables,Nimbus Ring,1,245,0.013357664233576642,241.73,178.82,62.91,31.43,2025-01-27
2025-06-30,ORD-101201,C-4333,North America,Paid Search,Consumer,Accessories,Shield Case,2,204,0.013357664233576642,402.55,275.78,126.77,52.35,2024-09-03
2025-06-30,ORD-101202,C-4605,EMEA,Organic,Consumer,Home,Beacon Lamp,1,192,0,192,144.33,47.67,0,2023-04-05
2025-06-30,ORD-101203,C-4746,EMEA,Organic,SMB,Wearables,Nimbus Ring,3,245,0,735,536.46,198.54,0,2024-06-30
2025-06-30,ORD-101204,C-4570,North America,Email,SMB,Audio,Halo Headset,2,125,0.14,215,145.24,69.76,17.26,2025-05-25
2025-06-30,ORD-101205,C-4778,EMEA,Paid Search,Enterprise,Accessories,Flux Cable,1,93,0.013357664233576642,91.76,57.09,34.67,11.93,2025-04-06
2025-06-30,ORD-101206,C-4520,APAC,Email,Enterprise,Accessories,Shield Case,8,204,0.06,1534.08,1103.12,430.96,96.09,2023-12-09
2025-06-30,ORD-101207,C-4769,APAC,Social,Enterprise,Audio,Echo Buds,1,79,0,79,56.88,22.12,7.68,2023-03-28
2025-06-30,ORD-101208,C-4301,EMEA,Organic,Consumer,Home,Vista Hub,1,214,0,214,151.52,62.48,0,2024-06-02
2025-07-01,ORD-101209,C-4183,North America,Organic,,Audio,Halo Headset,3,125,0.04,360,217.87,142.13,0,2024-01-11
2025-07-01,ORD-101210,C-4983,EMEA,Email,SMB,Home,Vista Hub,1,214,0,214,151.52,62.48,14.29,2024-04-04
2025-07-01,ORD-101211,C-4132,APAC,Email,Consumer,Wearables,Aura Watch,1,329,0.16937956204379562,273.27,184.44,88.83,28.82,2024-01-05
2025-07-01,ORD-101212,C-4308,APAC,Paid Search,Consumer,Home,Beacon Lamp,3,192,0.013467153284671532,568.24,432.99,135.25,73.99,2023-07-09
2025-07-01,ORD-101213,C-4876,APAC,Paid Search,Consumer,Wearables,Aura Watch,3,329,0.12284671532846715,865.75,553.31,312.44,112.72,2024-03-13
2025-07-01,ORD-101214,C-4719,North America,Organic,Consumer,Audio,Echo Buds,2,79,0,158,113.76,44.24,0,2023-08-04
2025-07-01,ORD-101215,C-4298,APAC,Social,SMB,Home,Nest Sensor,1,64,0,64,34.28,29.72,5.91,2024-07-07
2025-07-01,ORD-101216,C-4603,APAC,Email,SMB,Accessories,Flux Cable,2,93,0.09,169.26,114.19,55.07,15.9,2024-05-09
2025-07-01,ORD-101217,C-4817,North America,Organic,Enterprise,Accessories,Shield Case,3,204,0,612,413.67,198.33,0,2025-08-01
2025-07-01,ORD-101218,C-4590,APAC,Paid Search,Enterprise,Audio,Echo Buds,1,79,0.013467153284671532,77.94,56.88,21.06,10.15,2023-02-08
2025-07-01,ORD-101219,C-4189,North America,Social,Consumer,Wearables,Aura Watch,2,329,0.10937956204379562,586.03,368.87,217.16,62.72,2024-01-07
2025-07-02,ORD-101220,C-4845,North America,Email,Enterprise,Home,Vista Hub,6,214,0,1284,909.1,374.9,82.72,2023-06-09
2025-07-02,ORD-101221,C-4654,APAC,Paid Search,Consumer,Wearables,Nimbus Ring,1,245,0.013576642335766423,241.67,178.82,62.85,31.51,2025-01-17
2025-07-02,ORD-101222,C-4852,North America,Organic,SMB,Audio,Halo Headset,2,125,0,250,145.24,104.76,0,2024-11-16
2025-07-02,ORD-101223,C-4448,EMEA,Organic,Enterprise,Home,Beacon Lamp,3,192,0.14,495.36,432.99,62.37,0,2023-01-17
2025-07-02,ORD-101224,C-4867,EMEA,Email,Consumer,Accessories,Orbit Dock,1,208,0.15,176.8,119.97,56.83,14.41,2025-08-26
2025-07-02,ORD-101225,C-4890,North America,Affiliate,Enterprise,Accessories,Orbit Dock,3,208,0.04,599.04,359.9,239.14,46.95,2024-11-17
2025-07-02,ORD-101226,C-4474,EMEA,Email,Enterprise,Home,Beacon Lamp,6,192,0.11,1025.28,865.98,159.3,93.91,2024-02-20
2025-07-02,ORD-101227,C-4307,EMEA,Email,Enterprise,Accessories,Orbit Dock,1,208,0.04,199.68,119.97,79.71,20.04,2024-04-30
2025-07-02,ORD-101228,C-4840,APAC,Affiliate,SMB,Wearables,Nimbus Ring,1,245,0,245,178.82,66.18,16.74,2023-09-21
2025-07-02,ORD-101229,C-4800,APAC,Paid Search,Enterprise,Audio,Halo Headset,6,125,0.013576642335766423,739.82,435.73,304.09,96.45,2023-01-18
2025-07-02,ORD-101230,C-4691,North America,Affiliate,Consumer,Wearables,Pulse Band,1,105,0.13,91.35,56.39,34.96,9.47,2023-08-23
2025-07-02,ORD-101231,C-4438,APAC,Paid Search,Consumer,Audio,Echo Buds,3,79,0.05357664233576642,224.3,170.65,53.65,29.24,2024-02-16
2025-07-02,ORD-101232,C-4899,APAC,Email,Enterprise,Home,Vista Hub,4,214,0.15,727.6,606.07,121.53,50.15,2023-05-05
2025-07-02,ORD-101233,C-4186,North America,Paid Search,SMB,Accessories,Shield Case,1,204,0.09357664233576643,184.91,137.89,47.02,24.11,2023-02-15
2025-07-02,ORD-101234,C-4773,North America,Organic,Consumer,Accessories,Orbit Dock,3,208,0,624,359.9,264.1,0,2025-02-06
2025-07-02,ORD-101235,C-4776,EMEA,Affiliate,Consumer,Accessories,Flux Cable,1,93,0,93,57.09,35.91,6.31,2024-09-28
2025-07-02,ORD-101236,C-4513,APAC,Social,Consumer,Wearables,Aura Watch,2,329,0.04978102189781022,625.24,368.96,256.28,42.81,2025-03-05
2025-07-03,ORD-101237,C-4244,APAC,Affiliate,Enterprise,Audio,Halo Headset,9,125,0.11,1001.25,653.6,347.65,109.72,2025-06-01
2025-07-03,ORD-101238,C-4447,EMEA,Organic,Consumer,Accessories,Flux Cable,1,93,0,93,57.09,35.91,0,2024-01-08
2025-07-03,ORD-101239,C-4903,North America,Affiliate,SMB,Accessories,Flux Cable,3,93,0,279,171.28,107.72,28.39,2024-11-01
2025-07-03,ORD-101240,C-4966,North America,Organic,SMB,Audio,Halo Headset,3,125,0,375,217.87,157.13,0,2023-12-03
2025-07-03,ORD-101241,C-4486,EMEA,Social,Enterprise,Home,Vista Hub,5,214,0.03,1037.9,757.59,280.31,68.4,2023-04-08
2025-07-03,ORD-101242,C-4607,EMEA,Affiliate,Consumer,Audio,Halo Headset,2,125,0,250,145.24,104.76,24.1,2024-05-15
2025-07-03,ORD-101243,C-4167,North America,Social,SMB,Home,Nest Sensor,3,64,0.12,168.96,102.83,66.13,11.14,2024-06-12
2025-07-03,ORD-101244,C-4832,North America,Affiliate,Consumer,Home,Vista Hub,2,214,0.09,389.48,303.03,86.45,41.53,2025-05-20
2025-07-03,ORD-101245,C-4246,North America,Organic,Enterprise,Home,Vista Hub,2,214,0,428,303.03,124.97,0,2025-06-09
2025-07-03,ORD-101246,C-4227,APAC,Affiliate,SMB,Audio,Echo Buds,3,79,0,237,170.65,66.35,18.54,2025-07-21
2025-07-03,ORD-101247,C-4286,APAC,Organic,SMB,Accessories,Orbit Dock,1,208,0,208,119.97,88.03,0,2023-07-24
2025-07-03,ORD-101248,C-4769,APAC,Paid Search,Consumer,Accessories,Orbit Dock,2,208,0.013686131386861313,410.31,239.93,170.38,53.56,2023-03-12
2025-07-03,ORD-101249,C-4668,North America,Email,Enterprise,Wearables,Aura Watch,3,329,0.08018248175182482,907.86,553.58,354.28,77.08,2024-07-26
2025-07-04,ORD-101250,C-4145,APAC,Paid Search,Consumer,Accessories,Orbit Dock,2,208,0.1437956204379562,356.18,239.93,116.25,46.55,2023-02-04
2025-07-04,ORD-101251,C-4695,EMEA,Social,SMB,Wearables,Aura Watch,3,329,0.1905839416058394,798.89,553.72,245.17,61.21,2025-03-10
2025-07-04,ORD-101252,C-4951,North America,Affiliate,Enterprise,Audio,Halo Headset,2,125,0,250,145.24,104.76,17.89,2025-08-30
2025-07-04,ORD-101253,C-4583,APAC,Paid Search,Consumer,Accessories,Orbit Dock,1,208,0.013795620437956204,205.13,119.97,85.16,26.81,2023-08-20
2025-07-04,ORD-101254,C-4113,APAC,Organic,SMB,Accessories,Shield Case,2,204,0,408,275.78,132.22,0,2024-06-24
2025-07-04,ORD-101255,C-4208,APAC,Social,Enterprise,Accessories,Orbit Dock,5,208,0,1040,599.83,440.17,111.15,2024-02-11
2025-07-04,ORD-101256,C-4631,APAC,Affiliate,Consumer,Home,Vista Hub,3,214,0.08,590.64,454.55,136.09,41.59,2024-09-04
2025-07-04,ORD-101257,C-4115,North America,Email,Enterprise,Accessories,Orbit Dock,5,208,0.08,956.8,599.83,356.97,100.67,2023-05-31
2025-07-04,ORD-101258,C-4808,APAC,Social,Enterprise,Home,Nest Sensor,3,64,0.1,172.8,102.83,69.97,15.55,2025-08-21
2025-07-04,ORD-101259,C-4244,EMEA,Email,Consumer,Home,Beacon Lamp,1,192,0.13,167.04,144.33,22.71,17.04,2024-07-28
2025-07-04,ORD-101260,C-4222,APAC,Organic,SMB,Wearables,Pulse Band,3,105,0,315,169.17,145.83,0,2024-03-21
2025-07-04,ORD-101261,C-4484,EMEA,Affiliate,Enterprise,Accessories,Orbit Dock,6,208,0,1248,719.8,528.2,109.64,2025-05-15
2025-07-05,ORD-101262,C-4576,APAC,Email,Consumer,Accessories,Flux Cable,1,93,0,93,57.09,35.91,9.78,2024-04-07
2025-07-05,ORD-101263,C-4152,EMEA,Email,Consumer,Accessories,Orbit Dock,2,208,0.03,403.52,239.93,163.59,32.85,2023-03-04
2025-07-05,ORD-101264,C-4753,EMEA,Email,Consumer,Audio,Halo Headset,2,125,0.14,215,145.24,69.76,21.16,2023-08-10
2025-07-05,ORD-101265,C-4558,APAC,Paid Search,SMB,Audio,Echo Buds,3,79,0.07390510948905109,219.48,170.65,48.83,28.72,2024-03-16
2025-07-05,ORD-101266,C-4764,EMEA,Organic,Enterprise,Wearables,Pulse Band,4,105,0,420,225.56,194.44,0,2025-06-10
2025-07-05,ORD-101267,C-4519,North America,Email,Consumer,Audio,Halo Headset,3,125,0.07,348.75,217.87,130.88,36.78,2024-10-21
2025-07-05,ORD-101268,C-4259,North America,Affiliate,Enterprise,Wearables,Aura Watch,2,329,0.050985401459854016,624.45,369.23,255.22,58.83,2025-06-14
2025-07-05,ORD-101269,C-4369,EMEA,Organic,Enterprise,Home,Nest Sensor,2,64,0.05,121.6,68.56,53.04,0,2025-06-16
2025-07-05,ORD-101270,C-4783,EMEA,Organic,SMB,Wearables,Nimbus Ring,1,245,0.14,210.7,178.82,31.88,0,2024-03-15
2025-07-05,ORD-101271,C-4699,APAC,Organic,SMB,Home,Nest Sensor,3,64,0.05,182.4,102.83,79.57,0,2025-03-03
2025-07-05,ORD-101272,C-4670,APAC,Organic,SMB,Accessories,Flux Cable,1,93,0,93,57.09,35.91,0,2024-01-27
2025-07-05,ORD-101273,C-4674,North America,Paid Search,Consumer,Accessories,Shield Case,3,204,0.013905109489051094,603.49,413.67,189.82,78.97,2025-04-02
2025-07-05,ORD-101274,C-4358,APAC,Organic,Enterprise,Accessories,Flux Cable,3,93,0,279,171.28,107.72,0,2025-04-26
2025-07-06,ORD-101275,C-4567,North America,Organic,Consumer,Home,Nest Sensor,3,64,0.06,180.48,102.83,77.65,0,2023-05-09
2025-07-06,ORD-101276,C-4872,APAC,Social,Enterprise,Home,Nest Sensor,3,64,0.12,168.96,102.83,66.13,14.34,2025-08-28
2025-07-06,ORD-101277,C-4547,North America,Affiliate,Consumer,Home,Beacon Lamp,2,192,0.14,330.24,288.66,41.58,21.05,2025-08-29
2025-07-06,ORD-101278,C-4897,EMEA,Email,Consumer,Audio,Echo Buds,1,79,0,79,56.88,22.12,6.18,2023-12-01
2025-07-06,ORD-101279,C-4571,APAC,Email,Consumer,Accessories,Shield Case,3,204,0.04,587.52,413.67,173.85,61.25,2023-06-03
2025-07-06,ORD-101280,C-4908,APAC,Email,SMB,Audio,Halo Headset,1,125,0.06,117.5,72.62,44.88,7.56,2023-04-12
2025-07-06,ORD-101281,C-4144,EMEA,Paid Search,Consumer,Home,Beacon Lamp,1,192,0.014014598540145985,189.31,144.33,44.98,24.8,2023-09-06
2025-07-06,ORD-101282,C-4851,EMEA,Social,Consumer,Home,Nest Sensor,2,64,0,128,68.56,59.44,12.91,2023-10-01
2025-07-06,ORD-101283,C-4564,North America,Social,Enterprise,Accessories,Orbit Dock,6,208,0,1248,719.8,528.2,75.41,2023-11-26
2025-07-06,ORD-101284,C-4925,EMEA,Email,Consumer,Wearables,Nimbus Ring,1,245,0,245,178.82,66.18,24.02,2025-06-28
2025-07-07,ORD-101285,C-4738,EMEA,Affiliate,Consumer,Wearables,Nimbus Ring,3,245,0,735,536.46,198.54,76.74,2023-10-11
2025-07-07,ORD-101286,C-4370,APAC,Email,Consumer,Accessories,Shield Case,2,204,0,408,275.78,132.22,33.75,2024-08-31
2025-07-07,ORD-101287,C-4338,North America,Organic,SMB,Audio,Halo Headset,2,125,0.08,230,145.24,84.76,0,2024-07-27
2025-07-07,ORD-101288,C-4961,North America,Social,Consumer,Wearables,Pulse Band,2,105,0.05,199.5,112.78,86.72,20.45,2023-02-22
2025-07-07,ORD-101289,C-4589,APAC,Paid Search,SMB,Audio,Halo Headset,1,125,0.07412408759124087,115.73,72.62,43.11,15.18,2023-05-26
2025-07-07,ORD-101290,C-4806,North America,Paid Search,SMB,Accessories,Orbit Dock,3,208,0.13412408759124086,540.31,359.9,180.41,70.88,2024-07-15
2025-07-07,ORD-101291,C-4501,APAC,Organic,SMB,Accessories,Orbit Dock,3,208,0.04,599.04,359.9,239.14,0,2023-01-19
2025-07-07,ORD-101292,C-4716,EMEA,Email,Consumer,Wearables,Aura Watch,2,329,0.05178832116788321,623.92,369.42,254.5,38.17,2025-06-24
2025-07-07,ORD-101293,C-4256,EMEA,Email,Enterprise,Audio,Echo Buds,7,79,0,553,398.17,154.83,34.07,2024-12-20
2025-07-07,ORD-101294,C-4764,APAC,Paid Search,SMB,Accessories,Shield Case,2,204,0.12412408759124087,357.36,275.78,81.58,46.88,2024-07-30
2025-07-07,ORD-101295,C-4246,EMEA,Email,Enterprise,Wearables,Aura Watch,2,329,0.13178832116788322,571.28,369.42,201.86,38.31,2025-06-06
2025-07-07,ORD-101296,C-4553,EMEA,Affiliate,Enterprise,Audio,Halo Headset,7,125,0.11,778.75,508.35,270.4,70.92,2024-10-26
2025-07-07,ORD-101297,C-4763,APAC,Social,Consumer,Accessories,Shield Case,1,204,0.1,183.6,137.89,45.71,12.64,2023-03-21
2025-07-08,ORD-101298,C-4102,North America,Organic,SMB,Accessories,Orbit Dock,1,208,0.1,187.2,119.97,67.23,0,2024-05-29
2025-07-08,ORD-101299,C-4568,North America,Social,Consumer,Wearables,Pulse Band,3,105,0,315,169.17,145.83,19.67,2025-07-09
2025-07-08,ORD-101300,C-4413,APAC,Social,Enterprise,Audio,Echo Buds,5,79,0.09,359.45,284.41,75.04,29.15,2023-03-26
2025-07-08,ORD-101301,C-4671,EMEA,Social,Consumer,Audio,Halo Headset,1,125,0,125,72.62,52.38,7.73,2025-08-03
2025-07-08,ORD-101302,C-4614,EMEA,Email,Enterprise,Wearables,Pulse Band,2,105,0,210,112.78,97.22,17.57,2023-11-05
2025-07-08,ORD-101303,C-4353,EMEA,Social,Enterprise,Wearables,Aura Watch,7,329,0.1621897810218978,1929.48,1293.28,636.2,178.74,2023-09-01
2025-07-08,ORD-101304,C-4477,EMEA,Email,SMB,Audio,Halo Headset,2,125,0,250,145.24,104.76,27.43,2024-12-11
2025-07-08,ORD-101305,C-4626,APAC,Social,Enterprise,Home,Beacon Lamp,9,192,0,1728,1298.98,429.02,130.45,2025-03-28
2025-07-08,ORD-101306,C-4113,EMEA,Affiliate,Consumer,Wearables,Aura Watch,1,329,0.05218978102189781,311.83,184.76,127.07,,2025-09-10
2025-07-08,ORD-101307,C-4143,APAC,Affiliate,SMB,Home,Beacon Lamp,1,192,0,192,144.33,47.67,17.67,2023-09-06
2025-07-08,ORD-101308,C-4795,North America,Social,SMB,Accessories,Shield Case,2,204,0.11,363.12,275.78,87.34,22.12,2023-08-31
2025-07-08,ORD-101309,C-4533,EMEA,Affiliate,SMB,Home,Nest Sensor,3,64,0,192,102.83,89.17,17.99,2025-05-08
2025-07-09,ORD-101310,C-4349,North America,Affiliate,Enterprise,Audio,Halo Headset,7,125,0.08,805,508.35,296.65,71.7,2023-06-03
2025-07-09,ORD-101311,C-4168,EMEA,Organic,SMB,Audio,Halo Headset,3,125,0.14,322.5,217.87,104.63,0,2024-08-02
2025-07-09,ORD-101312,C-4604,North America,Organic,Enterprise,Wearables,Pulse Band,4,105,0.13,365.4,225.56,139.84,0,2023-01-24
2025-07-09,ORD-101313,C-4998,APAC,Paid Search,Consumer,Home,Beacon Lamp,3,192,0.014343065693430657,567.74,432.99,134.75,74.67,2023-08-02
2025-07-09,ORD-101314,C-4533,APAC,Affiliate,SMB,Accessories,Flux Cable,1,93,0,93,57.09,35.91,6.75,2023-04-07
2025-07-09,ORD-101315,C-4363,North America,Email,Consumer,Wearables,Pulse Band,3,105,0,315,169.17,145.83,20.21,2023-01-29
2025-07-09,ORD-101316,C-4771,APAC,Social,Enterprise,Wearables,Nimbus Ring,9,245,0.02,2160.9,1609.39,551.51,228.91,2025-08-19
2025-07-09,ORD-101317,C-4164,APAC,Paid Search,SMB,Accessories,Flux Cable,3,93,0.15434306569343068,235.94,171.28,64.66,31.03,2024-02-29
2025-07-09,ORD-101318,C-4454,APAC,Paid Search,Enterprise,Wearables,Aura Watch,4,329,0.17693430656934309,1083.15,739.2,343.95,142.45,2023-05-09
2025-07-09,ORD-101319,C-4147,APAC,Email,SMB,Wearables,Nimbus Ring,3,245,0.11,654.15,536.46,117.69,55.65,2023-01-12
2025-07-09,ORD-101320,C-4850,North America,Email,SMB,Wearables,Aura Watch,1,329,0.05259124087591241,311.7,184.8,126.9,20.07,2025-04-07
2025-07-10,ORD-101321,C-4278,EMEA,Affiliate,Enterprise,Accessories,Orbit Dock,7,208,0.02,1426.88,839.77,587.11,95.59,2024-08-20
2025-07-10,ORD-101322,C-4378,EMEA,Social,SMB,Audio,Echo Buds,2,79,0.11,140.62,113.76,26.86,8.74,2025-04-08
2025-07-10,ORD-101323,C-4613,North America,Social,SMB,Audio,Echo Buds,2,79,0.02,154.84,113.76,41.08,16.14,2023-12-09
2025-07-10,ORD-101324,C-4741,EMEA,Affiliate,Enterprise,Home,Nest Sensor,8,64,0,512,274.22,237.78,37.77,2023-04-24
2025-07-10,ORD-101325,C-4872,North America,Social,Consumer,Audio,Halo Headset,1,125,0,125,72.62,52.38,9.24,2025-06-30
2025-07-10,ORD-101326,C-4180,APAC,Organic,Enterprise,Wearables,Nimbus Ring,2,245,0,490,357.64,132.36,0,2023-02-20
2025-07-10,ORD-101327,C-4496,North America,Email,Consumer,Wearables,Aura Watch,2,329,0.11299270072992701,583.65,369.69,213.96,40.49,2024-09-12
2025-07-10,ORD-101328,C-4332,EMEA,Paid Search,Consumer,Wearables,Aura Watch,1,329,0.06744525547445256,306.81,184.85,121.96,40.4,2023-07-07
2025-07-10,ORD-101329,C-4931,APAC,Email,SMB,Wearables,Pulse Band,3,105,0.03,305.55,169.17,136.38,22.28,2025-04-04
2025-07-10,ORD-101330,C-4886,EMEA,Social,Enterprise,Accessories,Shield Case,6,204,0.08,1126.08,827.34,298.74,69.3,2023-01-11
2025-07-11,ORD-101331,C-4574,North America,Affiliate,Enterprise,Home,Nest Sensor,9,64,0,576,308.5,267.5,55.39,2025-03-18
2025-07-11,ORD-101332,C-4701,North America,Email,Enterprise,Home,Nest Sensor,3,64,0,192,102.83,89.17,20.94,2024-05-12
2025-07-11,ORD-101333,C-4668,APAC,Email,SMB,Accessories,Shield Case,2,204,0.08,375.36,275.78,99.58,38.46,2024-06-14
2025-07-11,ORD-101334,C-4929,APAC,Affiliate,SMB,Wearables,Aura Watch,2,329,0.053394160583941606,622.87,369.78,253.09,50.91,2025-05-14
2025-07-11,ORD-101335,C-4833,North America,Social,SMB,Home,Beacon Lamp,1,192,0,192,144.33,47.67,19.87,2024-03-31
2025-07-11,ORD-101336,C-4285,APAC,Affiliate,Consumer,Home,Nest Sensor,3,64,0,192,102.83,89.17,15.51,2024-04-14
2025-07-11,ORD-101337,C-4349,North America,Paid Search,Enterprise,Home,Nest Sensor,9,64,0.014562043795620438,567.61,308.5,259.11,74.84,2023-08-02
2025-07-11,ORD-101338,C-4515,APAC,Affiliate,Enterprise,Wearables,Pulse Band,1,105,0,105,56.39,48.61,6.44,2024-10-18
2025-07-11,ORD-101339,C-4227,APAC,Organic,Consumer,Home,Beacon Lamp,1,192,0,192,144.33,47.67,0,2024-11-06
2025-07-11,ORD-101340,C-4533,APAC,Social,Enterprise,Audio,Echo Buds,6,79,0.02,464.52,341.29,123.23,37.17,2025-07-13
2025-07-12,ORD-101341,C-4293,North America,Affiliate,Enterprise,Home,Vista Hub,5,214,0.1,963,757.59,205.41,81.98,2024-11-21
2025-07-12,ORD-101342,C-4804,APAC,Email,Enterprise,Audio,Echo Buds,3,79,0.02,232.26,170.65,61.61,18.35,2025-04-07
2025-07-12,ORD-101343,C-4801,EMEA,Organic,Consumer,Audio,Halo Headset,3,125,0.06,352.5,217.87,134.63,0,2023-07-11
2025-07-12,ORD-101344,C-4702,North America,Affiliate,Enterprise,Home,Nest Sensor,2,64,0.13,111.36,68.56,42.8,11.04,2024-09-18
2025-07-12,ORD-101345,C-4754,APAC,Social,Enterprise,Home,Nest Sensor,4,64,0,256,137.11,118.89,20.14,2024-07-06
2025-07-12,ORD-101346,C-4992,APAC,Organic,Consumer,Home,Beacon Lamp,1,192,0,192,144.33,47.67,0,2025-01-21
2025-07-12,ORD-101347,C-4515,EMEA,Affiliate,Consumer,Accessories,Orbit Dock,1,208,0.1,187.2,119.97,67.23,19.08,2023-10-12
